date,Lido_APY,Lido_TVL
2024-03-14,3.438,37938616956.0
2024-03-15,3.691,36154873244.0
2024-03-16,3.225,34614117838.0
2024-03-17,3.311,35562183841.0
2024-03-18,3.125,34388397375.0
2024-03-19,3.954,31527947352.0
2024-03-20,3.415,34346162385.0
2024-03-21,3.422,34243203973.0
2024-03-22,3.219,32076695829.0
2024-03-23,3.345,32991205180.0
2024-03-24,3.015,33454878812.0
2024-03-25,3.165,34915326033.0
2024-03-26,3.467,34702003833.0
2024-03-27,3.255,33885814744.0
2024-03-28,3.186,34427611674.0
2024-03-29,3.299,33672616598.0
2024-03-30,3.119,33907787038.0
2024-03-31,3.07,35114644706.0
2024-04-01,3.127,33670763638.0
2024-04-02,3.501,31175779818.0
2024-04-03,3.413,31442373725.0
2024-04-04,3.384,31769947323.0
2024-04-05,3.489,31829397101.0
2024-04-06,3.347,31913090574.0
2024-04-07,3.041,32443916249.0
2024-04-08,3.148,35126869237.0
2024-04-09,3.22,33276151304.0
2024-04-10,3.36,33065845586.0
2024-04-11,3.45,32973417956.0
2024-04-12,3.146,30223893379.0
2024-04-13,4.31,27507790373.0
2024-04-14,4.436,29603525849.0
2024-04-15,3.101,29020898814.0
2024-04-16,3.551,29035947410.0
2024-04-17,3.191,28211076305.0
2024-04-18,3.237,28674723530.0
2024-04-19,3.295,28811666039.0
2024-04-20,3.173,29433218852.0
2024-04-21,2.94,29335706943.0
2024-04-22,3.058,29906775524.0
2024-04-23,3.098,30004411402.0
2024-04-24,3.742,29366085501.0
2024-04-25,3.293,29750078559.0
2024-04-26,3.058,29399844844.0
2024-04-27,3.004,30259833329.0
2024-04-28,2.942,30888607086.0
2024-04-29,3.031,29863072008.0
2024-04-30,3.046,27877082840.0
2024-05-01,3.31,27684411734.0
2024-05-02,3.103,28080831828.0
2024-05-03,2.934,29054286667.0
2024-05-04,2.999,29190217620.0
2024-05-05,2.829,29277399792.0
2024-05-06,2.887,28826959941.0
2024-05-07,2.922,28483572707.0
2024-05-08,2.955,27771200544.0
2024-05-09,2.91,28263829653.0
2024-05-10,2.934,27131548445.0
2024-05-11,2.894,27325475523.0
2024-05-12,2.812,27368608800.0
2024-05-13,2.888,27635739808.0
2024-05-14,3.087,27107555090.0
2024-05-15,2.997,28237127744.0
2024-05-16,3.043,27494295812.0
2024-05-17,2.906,28917923715.0
2024-05-18,2.776,29119269053.0
2024-05-19,2.853,28579330260.0
2024-05-20,2.88,34170060889.0
2024-05-21,3.936,35021996587.0
2024-05-22,3.183,34959045610.0
2024-05-23,3.191,35401832827.0
2024-05-24,4.24,34713288127.0
2024-05-25,3.022,34745485827.0
2024-05-26,2.959,35702895399.0
2024-05-27,3.103,36093901178.0
2024-05-28,3.222,36232785916.0
2024-05-29,3.151,35742418096.0
2024-05-30,3.237,35585717621.0
2024-05-31,3.275,35918322227.0
2024-06-01,3.131,36097095928.0
2024-06-02,3.15,35927306227.0
2024-06-03,3.266,35796738203.0
2024-06-04,3.179,36265529170.0
2024-06-05,3.258,36717862224.0
2024-06-06,3.499,36146875321.0
2024-06-07,3.372,35111188709.0
2024-06-08,3.319,34985076582.0
2024-06-09,3.044,35269566359.0
2024-06-10,3.242,34867335185.0
2024-06-11,3.577,33191496875.0
2024-06-12,3.263,33937043617.0
2024-06-13,3.674,33064632708.0
2024-06-14,3.073,33233388091.0
2024-06-15,3.126,33920186365.0
2024-06-16,2.956,34676399878.0
2024-06-17,2.945,33655561943.0
2024-06-18,3.203,33087509211.0
2024-06-19,3.005,34056850368.0
2024-06-20,3.096,33694429852.0
2024-06-21,2.989,33631149101.0
2024-06-22,2.88,33641774470.0
2024-06-23,2.947,32931721024.0
2024-06-24,3.007,32245121469.0
2024-06-25,3.044,32929269169.0
2024-06-26,2.966,32610176370.0
2024-06-27,2.979,33385636816.0
2024-06-28,3.133,32815057609.0
2024-06-29,2.822,32852223529.0
2024-06-30,2.788,33153014476.0
2024-07-01,2.997,33592760514.0
2024-07-02,2.975,33207938753.0
2024-07-03,3.04,32155306107.0
2024-07-04,3.401,30575326637.0
2024-07-05,4.085,28946851048.0
2024-07-06,3.033,29829267656.0
2024-07-07,2.836,28707713574.0
2024-07-08,2.92,29320772502.0
2024-07-09,2.969,29708773971.0
2024-07-10,3.051,30098156877.0
2024-07-11,2.999,30083038990.0
2024-07-12,3.055,30256851311.0
2024-07-13,2.901,30746685796.0
2024-07-14,2.912,31559879989.0
2024-07-15,2.916,33708952986.0
2024-07-16,3.067,33545418897.0
2024-07-17,3.141,33267405570.0
2024-07-18,3.337,33315420925.0
2024-07-19,3.144,34329444700.0
2024-07-20,2.886,34349451980.0
2024-07-21,2.83,34657037998.0
2024-07-22,3.118,33863421471.0
2024-07-23,2.994,34011347816.0
2024-07-24,2.951,32727809648.0
2024-07-25,2.995,31148432962.0
2024-07-26,2.933,32184436314.0
2024-07-27,2.812,32273494149.0
2024-07-28,3.023,31966780834.0
2024-07-29,2.811,32731678257.0
2024-07-30,2.913,32188713549.0
2024-07-31,2.993,31753650141.0
2024-08-01,3.034,31248706790.0
2024-08-02,3.005,29510514082.0
2024-08-03,3.049,28571203677.0
2024-08-04,2.925,26863039524.0
2024-08-05,9.908,23855331817.0
2024-08-06,3.574,24430382356.0
2024-08-07,3.022,22954418642.0
2024-08-08,3.074,25962923466.0
2024-08-09,3.078,25538757180.0
2024-08-10,2.918,25611210981.0
2024-08-11,2.75,25419838600.0
2024-08-12,2.987,26396528905.0
2024-08-13,3.016,26677412367.0
2024-08-14,2.951,25897682010.0
2024-08-15,2.998,25184241819.0
2024-08-16,2.921,25556007698.0
2024-08-17,2.741,25662766301.0
2024-08-18,2.759,26064274337.0
2024-08-19,2.778,25744523870.0
2024-08-20,2.866,25377600560.0
2024-08-21,2.779,25879206560.0
2024-08-22,2.949,25747953553.0
2024-08-23,2.744,27343519292.0
2024-08-24,2.825,26912370857.0
2024-08-25,2.715,27231964611.0
2024-08-26,2.731,26268489415.0
2024-08-27,2.785,23919155785.0
2024-08-28,3.13,24701735332.0
2024-08-29,2.773,24748840465.0
2024-08-30,2.88,24711796261.0
2024-08-31,2.683,24648430075.0
2024-09-01,2.674,23767039406.0
2024-09-02,2.751,24914851835.0
2024-09-03,2.972,24087711312.0
2024-09-04,2.906,24164509872.0
2024-09-05,3.019,23290537236.0
2024-09-06,2.948,21680185840.0
2024-09-07,3.943,22250182735.0
2024-09-08,2.755,22631599038.0
2024-09-09,2.904,23115283807.0
2024-09-10,3.022,23344514453.0
2024-09-11,3.017,22861589904.0
2024-09-12,2.896,22957976116.0
2024-09-13,2.875,23937247640.0
2024-09-14,2.859,23615098451.0
2024-09-15,2.811,22939025457.0
2024-09-16,3.155,22286481674.0
2024-09-17,2.939,22830699435.0
2024-09-18,3.113,22815692912.0
2024-09-19,3.261,24005713552.0
2024-09-20,3.278,24874676396.0
2024-09-21,3.302,25005163960.0
2024-09-22,3.173,25130250992.0
2024-09-23,3.19,25844049999.0
2024-09-24,3.209,25992362970.0
2024-09-25,3.171,25223942683.0
2024-09-26,3.124,25882496914.0
2024-09-27,3.233,26516820363.0
2024-09-28,2.968,26222189293.0
2024-09-29,2.877,25985543935.0
2024-09-30,2.959,25560791739.0
2024-10-01,3.025,24082372334.0
2024-10-02,3.063,23357199334.0
2024-10-03,3.021,23014324628.0
2024-10-04,2.949,23745044916.0
2024-10-05,2.882,23630402140.0
2024-10-06,2.976,23787873333.0
2024-10-07,3.051,23644264006.0
2024-10-08,3.358,23840952331.0
2024-10-09,3.431,23043001012.0
2024-10-10,3.149,23094808364.0
2024-10-11,3.188,23816397990.0
2024-10-12,3.062,24129105261.0
2024-10-13,3.085,24066158590.0
2024-10-14,3.183,25707294338.0
2024-10-15,3.08,25389227061.0
2024-10-16,3.018,25637911080.0
2024-10-17,2.977,25414333486.0
2024-10-18,2.975,25758078603.0
2024-10-19,2.894,25788468831.0
2024-10-20,2.833,26623435589.0
2024-10-21,2.835,26137349445.0
2024-10-22,2.974,25719663412.0
2024-10-23,2.934,24426217585.0
2024-10-24,2.95,24782171015.0
2024-10-25,2.97,23973588131.0
2024-10-26,2.925,24204811508.0
2024-10-27,2.818,24534483012.0
2024-10-28,2.769,25058243871.0
2024-10-29,2.946,25646894445.0
2024-10-30,2.994,25931084451.0
2024-10-31,2.916,24561133828.0
2024-11-01,3.176,24459410999.0
2024-11-02,2.836,24323422289.0
2024-11-03,2.868,24063736030.0
2024-11-04,2.868,23347094296.0
2024-11-05,2.933,23668012636.0
2024-11-06,3.217,26520046509.0
2024-11-07,3.002,28021205364.0
2024-11-08,3.031,29086536614.0
2024-11-09,3.103,30478858199.0
2024-11-10,2.923,31191231893.0
2024-11-11,3.057,32597301109.0
2024-11-12,3.47,31966821903.0
2024-11-13,3.142,31152381971.0
2024-11-14,3.524,30289196741.0
2024-11-15,3.218,30204008073.0
2024-11-16,3.027,30864520874.0
2024-11-17,2.923,30155667996.0
2024-11-18,2.915,30945709395.0
2024-11-19,3.033,30310831925.0
2024-11-20,3.033,30113280218.0
2024-11-21,2.985,33070140729.0
2024-11-22,3.044,32432798258.0
2024-11-23,2.978,33394590359.0
2024-11-24,3.01,32849261119.0
2024-11-25,2.905,33637513072.0
2024-11-26,2.996,32623884592.0
2024-11-27,2.96,35903173735.0
2024-11-28,2.909,35133585056.0
2024-11-29,2.807,35281699273.0
2024-11-30,2.804,36403092741.0
2024-12-01,2.793,36647561588.0
2024-12-02,2.946,35450104491.0
2024-12-03,3.113,35553300143.0
2024-12-04,3.145,38042144489.0
2024-12-05,2.996,37506409249.0
2024-12-06,3.34,39648039924.0
2024-12-07,2.894,39392112943.0
2024-12-08,2.781,39300530029.0
2024-12-09,2.857,36556593528.0
2024-12-10,3.413,35862802728.0
2024-12-11,3.037,37667315223.0
2024-12-12,2.925,37806016613.0
2024-12-13,2.898,38211965632.0
2024-12-14,2.797,37858056582.0
2024-12-15,2.762,38024218511.0
2024-12-16,2.856,39661401692.0
2024-12-17,2.868,37834965753.0
2024-12-18,2.858,36005647146.0
2024-12-19,2.97,33702040259.0
2024-12-20,3.278,33783903759.0
2024-12-21,2.926,32438677834.0
2024-12-22,2.899,31784266531.0
2024-12-23,2.861,33370048723.0
2024-12-24,2.824,33759610053.0
2024-12-25,2.743,33508349138.0
2024-12-26,2.752,32266644788.0
2024-12-27,2.821,32111611770.0
2024-12-28,2.762,32950731845.0
2024-12-29,2.743,32132479266.0
2024-12-30,2.753,32316292712.0
2024-12-31,2.963,32219799673.0
2025-01-01,2.849,32398716256.0
2025-01-02,2.991,33172489450.0
2025-01-03,2.904,34840087743.0
2025-01-04,2.872,35203568526.0
2025-01-05,2.808,35068959951.0
2025-01-06,2.85,35437930296.0
2025-01-07,2.926,32668055293.0
2025-01-08,3.017,31884772772.0
2025-01-09,2.954,30890782392.0
2025-01-10,2.931,31456620529.0
2025-01-11,2.759,31610835967.0
2025-01-12,2.7,31118082148.0
2025-01-13,3.113,29926823038.0
2025-01-14,2.984,30959407039.0
2025-01-15,2.857,32902268917.0
2025-01-16,2.898,31545466064.0
2025-01-17,2.892,33453282301.0
2025-01-18,2.981,31441520141.0
2025-01-19,3.164,30962794807.0
2025-01-20,3.472,31492388452.0
2025-01-21,3.428,31803851247.0
2025-01-22,2.919,31125511344.0
2025-01-23,2.843,31707919901.0
2025-01-24,4.191,31783590197.0
2025-01-25,2.803,31914833616.0
2025-01-26,2.735,31428284943.0
2025-01-27,3.075,30149637527.0
2025-01-28,2.906,29300827813.0
2025-01-29,2.799,29817112754.0
2025-01-30,2.881,30987994022.0
2025-01-31,2.797,31143457798.0
2025-02-01,2.825,29708656417.0
2025-02-02,2.768,27113145524.0
2025-02-03,11.773,27033316297.0
2025-02-04,3.31,25531413448.0
2025-02-05,3.032,26206613015.0
2025-02-06,2.817,25330796824.0
2025-02-07,2.922,24275250806.0
2025-02-08,2.848,24749917962.0
2025-02-09,2.706,24559063187.0
2025-02-10,2.857,25060988395.0
2025-02-11,2.807,24260932113.0
2025-02-12,2.813,25781716831.0
2025-02-13,2.956,25070054895.0
2025-02-14,2.851,25546959431.0
2025-02-15,2.688,25265227220.0
2025-02-16,2.65,25119239869.0
2025-02-17,2.765,25831733442.0
2025-02-18,2.944,25052336028.0
2025-02-19,2.785,25502091882.0
2025-02-20,2.722,25696853697.0
2025-02-21,2.739,24939857710.0
2025-02-22,3.013,26019595555.0
2025-02-23,2.737,26257774676.0
2025-02-24,2.792,23594781685.0
2025-02-25,4.108,23637489715.0
2025-02-26,2.982,22242318413.0
2025-02-27,3.14,21334863382.0
2025-02-28,4.079,20886541385.0
2025-03-01,2.849,20869805736.0
2025-03-02,2.764,23662814664.0
2025-03-03,3.33,20249116194.0
2025-03-04,3.615,20468588674.0
2025-03-05,3.112,20982072782.0
2025-03-06,2.875,20808405705.0
2025-03-07,3.053,19934083061.0
2025-03-08,2.95,20627774763.0
2025-03-09,2.718,18876325587.0
2025-03-10,3.064,17539127202.0
2025-03-11,4.851,18198547493.0
2025-03-12,3.602,17872120380.0
2025-03-13,2.825,17422495242.0
2025-03-14,2.811,17946296370.0
2025-03-15,2.794,18164216941.0
2025-03-16,2.714,17497436401.0
2025-03-17,2.688,18032973845.0
2025-03-18,2.793,17872525625.0
2025-03-19,2.873,19006836697.0
2025-03-20,2.93,18435321289.0
2025-03-21,2.741,18316718570.0
2025-03-22,2.668,18527091642.0
2025-03-23,2.664,18643354885.0
2025-03-24,2.669,19433883314.0
2025-03-25,2.704,19270593654.0
2025-03-26,2.689,18766002009.0
2025-03-27,2.749,18799065658.0
2025-03-28,3.019,17711261719.0
2025-03-29,2.812,17025405314.0
2025-03-30,2.765,16846136448.0
2025-03-31,2.743,17094090195.0
2025-04-01,2.787,17952621396.0
2025-04-02,2.761,16759164866.0
2025-04-03,2.993,16971584814.0
2025-04-04,2.852,17058197117.0
2025-04-05,2.782,16802467043.0
2025-04-06,2.663,14727451380.0
2025-04-07,7.349,14767720006.0
2025-04-08,3.122,13684256040.0
2025-04-09,3.293,15634304535.0
2025-04-10,3.337,14329384980.0
2025-04-11,3.161,14686609500.0
2025-04-12,2.886,15371179852.0
2025-04-13,2.843,14800445038.0
2025-04-14,2.976,15095512407.0
2025-04-15,2.832,14824285212.0
2025-04-16,2.836,14746875760.0
2025-04-17,2.787,14772271388.0
2025-04-18,2.722,14811149359.0
2025-04-19,2.667,15007587965.0
2025-04-20,2.684,14642724500.0
2025-04-21,2.749,14605475291.0
2025-04-22,2.814,16137659160.0
2025-04-23,3.161,16562611106.0
2025-04-24,2.913,16292327561.0
2025-04-25,2.801,16622848035.0
2025-04-26,2.763,16820457231.0
2025-04-27,2.692,16497553881.0
2025-04-28,2.705,16561024422.0
2025-04-29,2.825,16583597249.0
2025-04-30,2.825,16689319174.0
2025-05-02,2.733,16884915209.0
2025-05-03,2.672,16888061269.0
2025-05-04,2.649,16733181589.0
2025-05-05,2.698,16796502633.0
2025-05-06,2.718,16511829502.0
2025-05-07,2.689,16576706945.0
2025-05-08,2.709,19989462963.0
2025-05-09,3.479,21425260240.0
2025-05-10,2.993,23407629041.0
2025-05-11,3.138,22755457736.0
2025-05-12,2.929,22749588131.0
2025-05-13,2.932,24582906678.0
2025-05-14,2.902,23694465110.0
2025-05-15,2.813,23205854850.0
2025-05-16,2.865,23299795926.0
2025-05-17,2.757,22430903537.0
2025-05-18,2.625,22383100321.0
2025-05-19,3.06,22656274747.0
2025-05-20,2.931,22568218222.0
2025-05-21,2.786,22724516883.0
2025-05-22,2.94,23894953566.0
2025-05-23,2.941,22843342637.0
2025-05-24,2.801,22770887648.0
2025-05-25,2.68,22898189858.0
2025-05-26,2.722,23086669677.0
2025-05-27,2.744,23965373899.0
2025-05-28,2.83,23782788446.0
2025-05-29,2.871,23851451859.0
2025-05-30,2.905,22706151510.0
2025-05-31,2.887,22771797993.0
2025-06-01,2.709,22784786834.0
2025-06-02,2.727,23127121598.0
2025-06-03,2.789,23373393902.0
2025-06-04,2.8,23376013285.0
2025-06-05,2.765,21672098517.0
2025-06-06,2.878,22253377763.0
2025-06-07,2.743,22765211512.0
2025-06-08,2.681,22500962145.0
2025-06-09,2.68,23924565205.0
2025-06-10,2.804,25269157459.0
2025-06-11,2.804,25101613880.0
2025-06-12,2.834,23947529547.0
2025-06-13,2.899,23339676914.0
2025-06-14,2.637,22957549197.0
2025-06-15,2.566,23056611262.0
2025-06-16,2.654,23757154063.0
2025-06-19,2.747,23057071650.0
2025-06-20,2.678,22032096228.0
2025-06-21,2.697,21055638426.0
2025-06-22,2.966,20443323846.0
2025-06-23,2.986,22117791195.0
2025-06-24,2.867,22304928242.0
2025-06-25,2.756,22164963106.0
2025-06-26,2.735,22018854777.0
2025-06-27,2.741,22067800220.0
2025-06-28,2.631,22214008671.0
2025-06-29,2.644,22709263855.0
2025-06-30,2.655,22638053628.0
2025-07-01,2.685,21945024770.0
2025-07-02,2.686,23619106217.0
2025-07-03,2.702,23631216293.0
2025-07-04,2.697,22745954285.0
2025-07-05,2.608,22890543537.0
2025-07-06,2.622,23580920219.0
2025-07-07,2.66,23135058400.0
2025-07-08,2.675,23812017278.0
2025-07-09,2.684,25203176450.0
2025-07-10,2.811,27126596599.0
2025-07-11,2.896,26784113686.0
2025-07-12,2.7,26781729652.0
2025-07-13,2.617,27084985724.0
2025-07-14,2.749,27506789075.0
2025-07-15,2.733,28438775260.0
2025-07-16,2.802,30786232400.0
2025-07-17,2.88,31695137047.0
2025-07-18,2.84,32465247547.0
2025-07-19,2.672,32423164681.0
2025-07-20,2.677,33848577986.0
2025-07-21,2.81,34247712215.0
2025-07-22,2.761,33776810092.0
2025-07-23,2.651,32836779376.0
2025-07-24,2.817,33587199286.0
2025-07-25,2.768,33448784156.0
2025-07-26,2.659,33710476570.0
2025-07-27,2.682,34518932343.0
2025-07-28,2.602,34106539190.0
2025-07-29,2.664,33830291899.0
2025-07-30,2.717,33726852924.0
2025-07-31,2.678,33292928839.0
2025-08-01,2.688,30950224959.0
2025-08-02,2.632,30443264595.0
2025-08-03,2.788,31061520555.0
2025-08-04,2.642,33077498057.0
2025-08-05,2.649,31853925612.0
2025-08-06,2.67,32675115384.0
2025-08-07,2.624,34596384973.0
2025-08-08,2.65,35674338081.0
2025-08-09,2.68,38035358220.0
2025-08-10,2.628,37465271387.0
2025-08-11,2.67,37333879288.0
2025-08-12,2.699,40364975323.0
2025-08-13,2.902,42035081155.0
2025-08-14,2.764,39871809707.0
2025-08-15,3.088,39393948759.0
2025-08-16,2.704,38927097363.0
2025-08-17,2.638,39808694940.0
2025-08-18,2.659,38579205794.0
2025-08-19,2.648,36437883738.0
2025-08-20,2.613,38245331447.0
2025-08-21,2.659,37373119182.0
2025-08-22,2.76,42441513059.0
2025-08-23,2.841,41634215940.0
2025-08-24,2.598,41445697460.0
2025-08-25,2.727,38363340938.0
2025-08-26,2.798,40136530454.0
2025-08-27,2.618,39561012990.0
2025-08-28,2.658,39184519025.0
2025-08-29,2.615,37969130880.0
2025-08-30,2.632,38075142811.0
2025-08-31,2.736,38683077568.0
2025-09-01,2.783,37110426917.0
2025-09-02,2.774,37532415195.0
2025-09-03,2.719,38655729077.0
2025-09-04,2.594,37474500276.0
2025-09-05,2.709,37326699665.0
2025-09-06,2.616,36990779425.0
2025-09-07,2.575,37320808672.0
2025-09-08,2.576,37402557149.0
2025-09-09,2.602,37362860871.0
2025-09-10,2.725,37465954267.0
2025-09-11,2.633,38275003618.0
2025-09-12,2.631,40678579241.0
2025-09-13,2.642,40018529436.0
2025-09-14,2.599,39742646814.0
2025-09-15,2.593,38814366250.0
2025-09-16,2.599,38797632691.0
2025-09-17,2.582,39289200014.0
2025-09-18,2.645,39454698418.0
2025-09-19,2.73,38329527825.0
2025-09-20,2.654,38368813120.0
2025-09-21,2.538,38144499411.0
2025-09-22,2.645,35785105082.0
2025-09-23,2.667,35706192442.0
2025-09-24,2.649,35454099306.0
2025-09-25,2.562,33168663350.0
2025-09-26,2.619,35044684596.0
2025-09-27,2.787,34408453096.0
2025-09-28,2.548,35100607582.0
2025-09-29,2.545,36052891003.0
2025-09-30,2.598,35373741194.0
2025-10-01,2.559,36761103514.0
2025-10-02,2.575,38046198156.0
2025-10-03,2.57,38592759202.0
2025-10-04,2.582,38232676279.0
2025-10-05,2.562,38461007494.0
2025-10-06,2.551,40003469986.0
2025-10-07,3.153,38341273318.0
2025-10-08,2.614,38602886397.0
2025-10-09,2.601,37170197003.0
2025-10-10,2.643,32690720846.0
2025-10-11,7.051,31714688410.0
2025-10-12,2.624,35153335096.0
2025-10-13,2.673,36190773979.0
2025-10-14,2.657,34953239533.0
2025-10-15,2.632,33601774576.0
2025-10-16,2.595,32835312989.0
2025-10-17,2.674,32826883903.0
2025-10-18,2.594,33008634002.0
2025-10-19,2.572,34130781600.0
2025-10-20,2.57,33710719906.0
2025-10-21,2.591,33164735768.0
2025-10-22,2.651,31888007929.0
2025-10-23,2.555,32641983586.0
2025-10-24,2.539,33787930710.0
2025-10-25,2.544,33925852750.0
2025-10-26,2.511,35813182164.0
2025-10-27,2.581,35441457875.0
2025-10-28,2.529,34231758934.0
2025-10-29,2.529,33905176035.0
2025-10-30,2.569,32444290216.0
2025-10-31,2.568,33153029598.0
2025-11-01,2.534,33173687996.0
2025-11-02,2.496,33154154257.0
2025-11-03,2.79,30838337796.0
2025-11-04,2.671,27859529316.0
2025-11-05,2.969,29646213918.0
2025-11-06,2.562,28569979158.0
2025-11-07,2.651,29764680664.0
2025-11-08,2.598,29312767255.0
2025-11-09,2.508,30858958148.0
2025-11-10,2.58,30667169586.0
2025-11-11,2.624,29629300927.0
2025-11-12,2.537,29458035874.0
2025-11-13,2.55,27757306956.0
